id;id_no;rev_bis;name_en;name_fr;short_description_en;short_description_fr;justification_en;justification_fr;date_inscribed;secondary_dates;danger;date_end;danger_list;longitude;latitude;area_hectares;C1;C2;C3;C4;C5;C6;N7;N8;N9;N10;criteria_txt;category;category_short;states_name_en;states_name_fr;continent_name_en;continent_name_fr;iso_code;udnp_code;transboundary;coordonnees;multiple;id_multiple;name_multiple
68;64;;"Tikal National Park";"Parc national de Tikal";"<p>In the heart of the jungle, surrounded by lush vegetation, lies one of the major sites of Mayan civilization, inhabited from the 6th century B.C. to the 10th century A.D. The ceremonial centre contains superb temples and palaces, and public squares accessed by means of ramps. Remains of dwellings are scattered throughout the surrounding countryside.</p>";"<p>Au cœur de la jungle, dans une végétation luxuriante, Tikal est l'un des sites majeurs de la civilisation maya qui fut habité du VI<sup>e</sup> siècle av. J.-C. au X<sup>e</sup> siècle de l'ère chrétienne. Son centre cérémoniel comporte de superbes temples et palais et des places publiques auxquelles on accède par des rampes. Des vestiges d'habitations sont disséminés dans la campagne avoisinante.</p>";;;1979;;0;;;-89.61666667;17.21666667;57600;1;0;1;1;0;0;0;0;1;1;(i)(iii)(iv)(ix)(x);Mixed;C/N;Guatemala;Guatemala;"Latin America and the Caribbean";"Amérique latine et Caraïbes";gt;gtm;0;17.21666667,-89.61666667;0;;
69;65;;"Antigua Guatemala";"Antigua Guatemala";"<p>Antigua, the capital of the Captaincy-General of Guatemala, was founded in the early 16th century. Built 1,500 m above sea-level, in an earthquake-prone region, it was largely destroyed by an earthquake in 1773 but its principal monuments are still preserved as ruins. In the space of under three centuries the city, which was built on a grid pattern inspired by the Italian Renaissance, acquired a number of superb monuments.</p>";"<p>Antigua, capitale de la Capitainerie générale du Guatemala, fut fondée au début du XVI<sup>e</sup> siècle. Bâtie à 1 500 m d'altitude dans une zone de secousses telluriques, elle fut en grande partie détruite par un séisme en 1773, mais ses principaux monuments sont toujours préservés en tant que ruines. Construite selon un plan en damier inspiré des principes de la Renaissance italienne, elle s'est, en moins de trois siècles, enrichie de monuments superbes.</p>";;;1979;;0;;;-90.73381;14.556504;0;0;1;1;1;0;0;0;0;0;0;(ii)(iii)(iv);Cultural;C;Guatemala;Guatemala;"Latin America and the Caribbean";"Amérique latine et Caraïbes";gt;gtm;0;14.556504,-90.73381;0;000;
75;71;;"Dinosaur Provincial Park";"Parc provincial Dinosaur";"<p>In addition to its particularly beautiful scenery, Dinosaur Provincial Park – located at the heart of the province of Alberta's badlands – contains some of the most important fossil discoveries ever made from the 'Age of Reptiles', in particular about 35 species of dinosaur, dating back some 75 million years.</p>";"<p>Outre ses paysages d'une grande beauté, le parc, situé au cœur des bad-lands de la province de l'Alberta, contient les vestiges les plus importants qu'on ait jamais trouvés de l'« âge des reptiles ». Il s'agit en particulier d'environ 35 espèces de dinosaures remontant à quelque 75 millions d'années.</p>";;;1979;;0;;;-111.4922222;50.76777778;7825;0;0;0;0;0;0;1;1;0;0;(vii)(viii);Natural;N;Canada;Canada;"Europe and North America";"Europe et Amérique du Nord";ca;can;0;50.76777778,-111.4922222;0;;
78;72;ter;"Kluane / Wrangell-St. Elias / Glacier Bay / Tatshenshini-Alsek";"Kluane / Wrangell-St. Elias / Glacier Bay / Tatshenshini-Alsek";"<p>These parks comprise an impressive complex of glaciers and high peaks on both sides of the border between Canada (Yukon Territory and British Columbia) and the United States (Alaska). The spectacular natural landscapes are home to many grizzly bears, caribou and Dall's sheep. The site contains the largest non-polar icefield in the world.</p>";"<p>Cet ensemble impressionnant de glaciers et de hauts sommets, situé de part et d'autre de la frontière entre le Canada (territoire du Yukon et Colombie-Britannique) et les États-Unis d'Amérique (Alaska), constitue l'un des paysages naturels les plus spectaculaires du monde. Il abrite de nombreux grizzlis, caribous et mouflons de Dall et contient le champ de glace non polaire le plus vaste du monde.</p>";;;1979;"1992, 1994";0;;;-140.9919722;61.19758333;9839121;0;0;0;0;0;0;1;1;1;1;(vii)(viii)(ix)(x);Natural;N;"Canada,United States of America";"Canada,États-Unis d'Amérique";"Europe and North America";"Europe et Amérique du Nord";ca,us;can,usa;1;61.19758333,-140.9919722;0;;
81;75;;"Grand Canyon National Park";"Parc national du Grand Canyon";"<p>Carved out by the Colorado River, the Grand Canyon (nearly 1,500 m deep) is the most spectacular gorge in the world. Located in the state of Arizona, it cuts across the Grand Canyon National Park. Its horizontal strata retrace the geological history of the past 2 billion years. There are also prehistoric traces of human adaptation to a particularly harsh environment.</p>";"<p>Sculpté par le Colorado, le Grand Canyon, de près de 1 500 m de profondeur, est la gorge la plus spectaculaire du monde. Situé dans l'Arizona, il traverse le parc national du Grand Canyon. Ses strates horizontales retracent une histoire géologique s'étendant sur 2 milliards d'années. On y trouve aussi les vestiges préhistoriques d'une adaptation humaine à un environnement particulièrement rude.</p>";;;1979;;0;;;-112.0905556;36.10083333;493270;0;0;0;0;0;0;1;1;1;1;(vii)(viii)(ix)(x);Natural;N;"United States of America";"États-Unis d'Amérique";"Europe and North America";"Europe et Amérique du Nord";us;usa;0;36.10083333,-112.0905556;0;;
82;76;;"Everglades National Park";"Parc national des Everglades";"<p>This site at the southern tip of Florida has been called 'a river of grass flowing imperceptibly from the hinterland into the sea'. The exceptional variety of its water habitats has made it a sanctuary for a large number of birds and reptiles, as well as for threatened species such as the manatee.</p>";"<p>De ce site qui se trouve à la pointe sud de la Floride, on a dit qu'il était un fleuve d'herbe coulant imperceptiblement de l'intérieur des terres vers la mer. L'exceptionnelle variété de ses habitats aquatiques en fait le sanctuaire d'un nombre considérable d'oiseaux, de reptiles et d'espèces menacées comme le lamantin.</p>";;;1979;;1;2007;"Y 2010 P 1993-2007";-80.99638889;25.55444444;567017;0;0;0;0;0;0;0;1;1;1;(viii)(ix)(x);Natural;N;"United States of America";"États-Unis d'Amérique";"Europe and North America";"Europe et Amérique du Nord";us;usa;0;25.55444444,-80.99638889;0;;
84;78;;"Independence Hall";"Independence Hall";"<p>The Declaration of Independence (1776) and the Constitution of the United States (1787) were both signed in this building in Philadelphia. The universal principles of freedom and democracy set forth in these documents are of fundamental importance to American history and have also had a profound impact on law-makers around the world.</p>";"<p>La Déclaration d'indépendance et la Constitution des États-Unis ont été toutes deux signées dans ce bâtiment de Philadelphie, respectivement en 1776 et 1787. Les principes universels de liberté et de démocratie énoncés dans ces documents sont fondamentaux pour l'histoire américaine et ont eu un profond impact sur les législateurs à travers le monde depuis leur adoption.</p>";;;1979;;0;;;-75.15;39.94861111;2;0;0;0;0;0;1;0;0;0;0;(vi);Cultural;C;"United States of America";"États-Unis d'Amérique";"Europe and North America";"Europe et Amérique du Nord";us;usa;0;39.94861111,-75.15;0;;
85;79;;Paphos;Paphos;"<p>Paphos has been inhabited since the Neolithic period. It was a centre of the cult of Aphrodite and of pre-Hellenic fertility deities. Aphrodite's legendary birthplace was on this island, where her temple was erected by the Myceneans in the 12th century B.C. The remains of villas, palaces, theatres, fortresses and tombs mean that the site is of exceptional architectural and historic value. The mosaics of Nea Paphos are among the most beautiful in the world.</p>";"<p>Habité depuis les temps néolithiques, le site de Paphos fut un lieu de culte des divinités préhelléniques de la fertilité, puis d'Aphrodite elle-même, née selon la légende à Paphos. Le temple de la déesse, de construction mycénienne, remonte au XII<sup>e</sup> siècle av. J.-C. Les vestiges de villas, palais, théâtres, forteresses et tombeaux confèrent au site un intérêt architectural et historique exceptionnel. Les mosaïques de Nea Paphos sont parmi les plus belles du monde.</p>";;;1980;;0;;;32.40556;34.75833;162.0171;0;0;1;0;0;1;0;0;0;0;(iii)(vi);Cultural;C;Cyprus;Chypre;"Europe and North America";"Europe et Amérique du Nord";cy;cyp;0;34.75833,32.40556;0;000;
91;85;;"Prehistoric Sites and Decorated Caves of the Vézère Valley";"Sites préhistoriques et grottes ornées de la vallée de la Vézère";"<p>The Vézère valley contains 147 prehistoric sites dating from the Palaeolithic and 25 decorated caves. It is particularly interesting from an ethnological and anthropological, as well as an aesthetic point of view because of its cave paintings, especially those of the Lascaux Cave, whose discovery in 1940 was of great importance for the history of prehistoric art. The hunting scenes show some 100 animal figures, which are remarkable for their detail, rich colours and lifelike quality.</p>";"<p>Le site préhistorique de la vallée de la Vézère comporte 147 gisements remontant jusqu'au paléolithique et 25 grottes ornées. Il présente un intérêt exceptionnel d'un point de vue ethnologique, anthropologique et esthétique avec ses peintures pariétales, en particulier celles de la grotte de Lascaux dont la découverte (en 1940) a marqué une date dans l'histoire de l'art préhistorique. Ses scènes de chasse habilement composées comprennent une centaine de figures animales, étonnantes par la précision de l'observation, la richesse des coloris et la vivacité du rendu.</p>";;;1979;;0;;;1.17;45.0575;105.733;1;0;1;0;0;0;0;0;0;0;(i)(iii);Cultural;C;France;France;"Europe and North America";"Europe et Amérique du Nord";fr;fra;0;45.0575,1.17;0;000;
92;86;;"Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur";"Memphis et sa nécropole – les zones des pyramides de Guizeh à Dahchour";"<p>The capital of the Old Kingdom of Egypt has some extraordinary funerary monuments, including rock tombs, ornate mastabas, temples and pyramids. In ancient times, the site was considered one of the Seven Wonders of the World.</p>";"<p>Autour de la capitale de l'Ancien Empire &eacute;gyptien subsistent d'extraordinaires ensembles fun&eacute;raires avec leurs tombes rupestres, leurs <em>mastabas</em> finement d&eacute;cor&eacute;s, leur temples et leurs pyramides. Le site &eacute;tait consid&eacute;r&eacute; dans l'Antiquit&eacute; comme l'une des Sept Merveilles du monde.</p>";;;1979;;0;;;31.13041;29.97604;16358.52;1;0;1;0;0;1;0;0;0;0;(i)(iii)(vi);Cultural;C;Egypt;Égypte;"Arab States";"États arabes";eg;egy;0;29.97604,31.13041;0;000;
93;87;;"Ancient Thebes with its Necropolis";"Thèbes antique et sa nécropole";"<p>Thebes, the city of the god Amon, was the capital of Egypt during the period of the Middle and New Kingdoms. With the temples and palaces at Karnak and Luxor, and the necropolises of the Valley of the Kings and the Valley of the Queens, Thebes is a striking testimony to Egyptian civilization at its height.</p>";"<p>Capitale de l'Égypte au Moyen et au Nouvel Empire, Thèbes était la ville du dieu Amon. Avec les temples et les palais de Karnak et de Louxor, avec les nécropoles de la Vallée des Rois et de la Vallée des Reines, elle nous livre des témoignages saisissants de la civilisation égyptienne à son apogée.</p>";;;1979;;0;;;32.6;25.73333;7390.16;1;0;1;0;0;1;0;0;0;0;(i)(iii)(vi);Cultural;C;Egypt;Égypte;"Arab States";"États arabes";eg;egy;0;25.73333,32.6;0;000;
94;88;;"Nubian Monuments from Abu Simbel to Philae";"Monuments de Nubie d'Abou Simbel à Philae";"<p>This outstanding archaeological area contains such magnificent monuments as the Temples of Ramses II at Abu Simbel and the Sanctuary of Isis at Philae, which were saved from the rising waters of the Nile thanks to the International Campaign launched by UNESCO, in 1960 to 1980.</p>";"<p>Cette zone archéologique est jalonnée de monuments admirables, comme les temples de Ramsès II à Abou Simbel et le sanctuaire d'Isis à Philae, qui purent être sauvés lors de la construction du haut barrage d'Assouan grâce à une campagne internationale lancée par l'UNESCO en 1960 qui se poursuivit jusqu'en 1980.</p>";;;1979;;0;;;31.62580556;22.33722222;374.48;1;0;1;0;0;1;0;0;0;0;(i)(iii)(vi);Cultural;C;Egypt;Égypte;"Arab States";"États arabes";eg;egy;0;22.33722222,31.62580556;0;000;
95;89;;"Historic Cairo";"Le Caire historique";"<p>Tucked away amid the modern urban area of Cairo lies one of the world's oldest Islamic cities, with its famous mosques, <em>madrasas, hammams</em> and fountains. Founded in the 10th century, it became the new centre of the Islamic world, reaching its golden age in the 14th century.</p>";"<p>Enserrée dans l'agglomération moderne du Caire se trouve l'une des plus anciennes villes islamiques du monde, avec ses prestigieuses mosquées, ses medersa, ses hammams et ses fontaines. Fondé au X<sup>e</sup> siècle, Le Caire islamique est devenu le nouveau centre du monde islamique et il a atteint son âge d'or au XIV<sup>e</sup> siècle.</p>";;;1979;;0;;;31.26111;30.05;523.66;1;0;0;0;1;1;0;0;0;0;(i)(v)(vi);Cultural;C;Egypt;Égypte;"Arab States";"États arabes";eg;egy;0;30.05,31.26111;0;000;
96;90;;"Abu Mena";"Abou Mena";"<p>The church, baptistry, basilicas, public buildings, streets, monasteries, houses and workshops in this early Christian holy city were built over the tomb of the martyr Menas of Alexandria, who died in A.D. 296.</p>";"<p>Ville sainte paléochrétienne, Abou Mena, bâtie sur la tombe du martyr Ménas d'Alexandrie, mort en 296, a conservé son église, son baptistère, ses basiliques, ses établissements publics, ses rues, ses monastères, ses maisons et ses ateliers.</p>";;;1979;;1;;"Y 2001";29.66666667;30.83583333;182.72;0;0;0;1;0;0;0;0;0;0;(iv);Cultural;C;Egypt;Égypte;"Arab States";"États arabes";eg;egy;0;30.83583333,29.66666667;0;;
